Компонент,Наименование партии,Наименование показателя,Единица измерения_по_партиям,Значение показателя
Антиоксидант_12,02670.23,"Щелочное число, ASTM D2896",мг KOH/г,189.9
Антипенная_присадка_1,ЦП_(18.05.2023),,,
Базовое_масло_3,02110.23,Деэм.вода | ASTM D1401,мл,40
Базовое_масло_3,02110.23,Деэм.время | ASTM D1401,мин,5
Базовое_масло_3,02110.23,Деэм.масло | ASTM D1401,мл,40
Базовое_масло_3,02110.23,Деэм.эмульсия | ASTM D1401,мл,0
Базовое_масло_3,02110.23,"Динамическая вязкость CCS -15°C, ASTM D5293",мПа*с,419
Базовое_масло_3,02110.23,"Динамическая вязкость CCS -20°C, ASTM D5293",мПа*с,641
Базовое_масло_3,02110.23,"Динамическая вязкость CCS -25°C, ASTM D5293",мПа*с,1019
Базовое_масло_3,02110.23,"Динамическая вязкость CCS -30°C, ASTM D5293",мПа*с,1717
Базовое_масло_3,02110.23,"Динамическая вязкость CCS -35°C, ASTM D5293",мПа*с,3121
Базовое_масло_3,02110.23,"Индекс вязкости, ГОСТ 25371",–,120
Базовое_масло_3,02110.23,"Испаряемость по NOACK, ASTM D5800",%,13.7
Базовое_масло_3,02110.23,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,21.2
Базовое_масло_3,02110.23,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,4.42
Базовое_масло_3,02110.23,Последовательность 1 | ASTM D892,см³,0
Базовое_масло_3,02110.23,Последовательность 2 | ASTM D892,см³,0
Базовое_масло_3,02110.23,Последовательность 3 | ASTM D892,см³,0
Базовое_масло_3,02110.23,"Температура застывания, ГОСТ 20287, метод Б",°C,-24
Базовое_масло_14,с ЦП (27.06.23),,,
Базовое_масло_1,01941.23,Деэм.вода | ASTM D1401,мл,41
Базовое_масло_1,01941.23,Деэм.время | ASTM D1401,мин,5
Базовое_масло_1,01941.23,Деэм.масло | ASTM D1401,мл,39
Базовое_масло_1,01941.23,Деэм.эмульсия | ASTM D1401,мл,0
Базовое_масло_1,01941.23,"Динамическая вязкость CCS -15°C, ASTM D5293",мПа*с,524
Базовое_масло_1,01941.23,"Динамическая вязкость CCS -20°C, ASTM D5293",мПа*с,818
Базовое_масло_1,01941.23,"Динамическая вязкость CCS -25°C, ASTM D5293",мПа*с,1235
Базовое_масло_1,01941.23,"Динамическая вязкость CCS -30°C, ASTM D5293",мПа*с,2332
Базовое_масло_1,01941.23,"Динамическая вязкость CCS -35°C, ASTM D5293",мПа*с,4335
Базовое_масло_1,01941.23,"Индекс вязкости, ГОСТ 25371",–,112
Базовое_масло_1,01941.23,"Испаряемость по NOACK, ASTM D5800",%,13.5
Базовое_масло_1,01941.23,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,22.52
Базовое_масло_1,01941.23,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,4.5
Базовое_масло_1,01941.23,"Массовая доля кальция, ASTM D6481",% масс,0.0042
Базовое_масло_1,01941.23,"Массовая доля серы, ASTM D6481",% масс,0.0049
Базовое_масло_1,01941.23,"Массовая доля фосфора, ASTM D6481",% масс,0.0055
Базовое_масло_1,01941.23,"Массовая доля цинка, ASTM D6481",% масс,0.0001
Базовое_масло_1,01941.23,Последовательность 1 | ASTM D892,см³,0
Базовое_масло_1,01941.23,Последовательность 2 | ASTM D892,см³,0
Базовое_масло_1,01941.23,Последовательность 3 | ASTM D892,см³,0
Базовое_масло_1,01941.23,"Температура застывания, ГОСТ 20287, метод Б",°C,-25
Базовое_масло_5,01942.23,Деэм.вода | ASTM D1401,мл,39
Базовое_масло_5,01942.23,Деэм.время | ASTM D1401,мин,5
Базовое_масло_5,01942.23,Деэм.масло | ASTM D1401,мл,41
Базовое_масло_5,01942.23,Деэм.эмульсия | ASTM D1401,мл,0
Базовое_масло_5,01942.23,"Динамическая вязкость CCS -15°C, ASTM D5293",мПа*с,2322
Базовое_масло_5,01942.23,"Динамическая вязкость CCS -20°C, ASTM D5293",мПа*с,4054
Базовое_масло_5,01942.23,"Динамическая вязкость CCS -25°C, ASTM D5293",мПа*с,7450
Базовое_масло_5,01942.23,"Динамическая вязкость CCS -30°C, ASTM D5293",мПа*с,14903
Базовое_масло_5,01942.23,"Индекс вязкости, ГОСТ 25371",–,117
Базовое_масло_5,01942.23,"Испаряемость по NOACK, ASTM D5800",%,2.8
Базовое_масло_5,01942.23,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,58.73
Базовое_масло_5,01942.23,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,8.49
Базовое_масло_5,01942.23,"Массовая доля кальция, ASTM D6481",% масс,0.0002
Базовое_масло_5,01942.23,"Массовая доля серы, ASTM D6481",% масс,0.0041
Базовое_масло_5,01942.23,"Массовая доля фосфора, ASTM D6481",% масс,0.0039
Базовое_масло_5,01942.23,"Массовая доля цинка, ASTM D6481",% масс,0.0001
Базовое_масло_5,01942.23,Последовательность 1 | ASTM D892,см³,0
Базовое_масло_5,01942.23,Последовательность 2 | ASTM D892,см³,0
Базовое_масло_5,01942.23,Последовательность 3 | ASTM D892,см³,0
Базовое_масло_5,01942.23,"Температура застывания, ГОСТ 20287, метод Б",°C,-20
Загуститель_1,0420.23 (10%HVI-4Ян),"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,472.66
Базовое_масло_2,01943.23,Деэм.вода | ASTM D1401,мл,39
Базовое_масло_2,01943.23,Деэм.время | ASTM D1401,мин,5
Базовое_масло_2,01943.23,Деэм.масло | ASTM D1401,мл,41
Базовое_масло_2,01943.23,Деэм.эмульсия | ASTM D1401,мл,0
Базовое_масло_2,01943.23,"Динамическая вязкость CCS -15°C, ASTM D5293",мПа*с,1250
Базовое_масло_2,01943.23,"Динамическая вязкость CCS -20°C, ASTM D5293",мПа*с,2382
Базовое_масло_2,01943.23,"Динамическая вязкость CCS -25°C, ASTM D5293",мПа*с,4932
Базовое_масло_2,01943.23,"Динамическая вязкость CCS -30°C, ASTM D5293",мПа*с,10861
Базовое_масло_2,01943.23,"Индекс вязкости, ГОСТ 25371",–,97
Базовое_масло_2,01943.23,"Испаряемость по NOACK, ASTM D5800",%,13.7
Базовое_масло_2,01943.23,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,33.25
Базовое_масло_2,01943.23,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,5.45
Базовое_масло_2,01943.23,"Массовая доля кальция, ASTM D6481",% масс,0.0002
Базовое_масло_2,01943.23,"Массовая доля серы, ASTM D6481",% масс,0.021
Базовое_масло_2,01943.23,"Массовая доля фосфора, ASTM D6481",% масс,0.0001
Базовое_масло_2,01943.23,"Массовая доля цинка, ASTM D6481",% масс,0.0001
Базовое_масло_2,01943.23,Последовательность 1 | ASTM D892,см³,0
Базовое_масло_2,01943.23,Последовательность 2 | ASTM D892,см³,0
Базовое_масло_2,01943.23,Последовательность 3 | ASTM D892,см³,0
Базовое_масло_2,01943.23,"Температура застывания, ГОСТ 20287, метод Б",°C,-16
Базовое_масло_2,02360.23,Деэм.вода | ASTM D1401,мл,40
Базовое_масло_2,02360.23,Деэм.время | ASTM D1401,мин,5
Базовое_масло_2,02360.23,Деэм.масло | ASTM D1401,мл,40
Базовое_масло_2,02360.23,Деэм.эмульсия | ASTM D1401,мл,0
Базовое_масло_2,02360.23,"Динамическая вязкость CCS -15°C, ASTM D5293",мПа*с,1169
Базовое_масло_2,02360.23,"Динамическая вязкость CCS -20°C, ASTM D5293",мПа*с,2205
Базовое_масло_2,02360.23,"Динамическая вязкость CCS -25°C, ASTM D5293",мПа*с,4520
Базовое_масло_2,02360.23,"Динамическая вязкость CCS -30°C, ASTM D5293",мПа*с,9777
Базовое_масло_2,02360.23,"Индекс вязкости, ГОСТ 25371",–,98
Базовое_масло_2,02360.23,"Испаряемость по NOACK, ASTM D5800",%,14
Базовое_масло_2,02360.23,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,32.22
Базовое_масло_2,02360.23,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,5.36
Базовое_масло_2,02360.23,"Массовая доля кальция, ASTM D6481",% масс,0.000021
Базовое_масло_2,02360.23,"Массовая доля серы, ASTM D6481",% масс,0.032
Базовое_масло_2,02360.23,"Массовая доля фосфора, ASTM D6481",% масс,0.00003
Базовое_масло_2,02360.23,"Массовая доля цинка, ASTM D6481",% масс,0.00004
Базовое_масло_2,02360.23,Последовательность 1 | ASTM D892,см³,0
Базовое_масло_2,02360.23,Последовательность 2 | ASTM D892,см³,0
Базовое_масло_2,02360.23,Последовательность 3 | ASTM D892,см³,0
Базовое_масло_2,02360.23,"Температура застывания, ГОСТ 20287, метод Б",°C,-16
Противоизносная_присадка_17,02692.23,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,10.5
Противоизносная_присадка_17,02692.23,Массовая доля кальция | ASTM D6481,% масс,0.003
